"dataset_id";"dataset_titulo";"autor_nome";"organizacao_nome";"dataset_licenca";"dataset_versao";"publicacao_data";"palavras_chave";"area_conhecimento"
"ctb0767";"Projeto Radambrasil: Folhas SC. 24/25 Aracaju/Recife; Solos (volume 30)";"Ministério das Minas e Energia - Secretaria-Geral";"";"CC BY-NC 4.0";"3.0.1";"21/04/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0768";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 31. '";"Antônio Gladstone Carvalho Fraga";"";"CC BY-NC 4.0";"2.0.3";"04/04/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0769";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 32. '";"Ministério das Minas e Energia - Secretaria-Geral.";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0770";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais Volume 33'";"João Carlos Ker";"Instituto Brasileiro de Geografia e Estatística (IBGE)";"CC BY 4.0";"2.1";"01-05-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0771";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 34.'";"SECRETARIA DE PLANEJAMENTO DA PRESIDÊNCIA DA REPÚBLICA";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0772";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação do Potencial Agroecológico das Terras do Município de Santana do Ipanema, Alagoas.'";"Osvaldo Ferreira Lopes";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0773";"IX Reunião de Classificação e Correlação de Solos: Solos sedimentares em Sistemas Amazônicos - Potencialidades e Demandas de Pesquisa - ACRE 2010";"Lúcia Helena Cunha dos Anjos";"";"CC BY-NC 4.0";"2.1.0";"07-02-2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0774";"Conjunto de dados do levantamento detalhado 'Anais da VIII Reunião de Classificação e Correlação de Solos Santa Catarina.'";"José Augusto Laus Neto";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0775";"Conjunto de dados do levantamento exploratório-reconhecimento 'Levantamento Exploratório - Reconhecimento de Solos do Estado de Alagoas.'";"JACOMINE";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0776";"Conjunto de dados do  'Anais da I Reunião de Classificação, Correlação de Solos e Interpretação de Aptidão Agrícola de solos. '";"A. Perraud";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0777";"Conjunto de dados do levantamento exploratório-reconhecimento 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DA MARGEM ESQUERDA DO RIO SÃO FRANCISCO-ESTADO DA BAHIA'";"Serviço Nacional de Levantamento e Conservação de Solos";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0778";"Conjunto de dados do  'Caracterização de Paisagens e Solos Representativos do Estado do Rio de Janeiro para Fins de Estimativa de Estoques de Carbono no Solo. '";"Maria de Lourdes Mendonça-Santos";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0779";"Conjunto de dados do  'Anais da IV Reunião de Classificação, Correlação e Aplicação de Levantamento de Solos.'";"Marisa Duarte";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0780";"Conjunto de dados do  'Guia da Excursão Pedológica do XXXII Congresso Brasileiro de Ciência do Solo.'";"R. E. Romero";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0781";"Conjunto de dados do  'Reunião Técnica Itinerante de Classificação e Correlação de Solos do XXXIII Congresso Brasileiro de Ciência do Solo'";"CORRÊA";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0782";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS DE UMA ÁREA PRIORITÁRIA NA RODOVIA TRANSAMAZÔNICA ENTRE ALTAMIRA E ITAITUBA 1973 - Boletim técnico nº 34'";"Humberto Goncalves dos Santos ";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0783";"Conjunto de dados do levantamento de reconhecimento 'SOLOS DA RODOVIA TRANSAMAZÔNICA - Boletim Técnico n°55.'";"INSTITUTO DE PESQUISA AGROPECUÁRIA DO NORTE (IPEAN)";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0784";"Conjunto de dados do levantamento expedito 'Estudo expedito de solos do estado do Rio Grande do Sul e parte de Santa Catarina, para fins de classificação, correlação e legenda preliminar'";"Delcio Peres Hochmuller";"Serviço Nacional de Levantamento e Conservação de Solos (EMBRAPA)";"CC BY-NC 4.0";"2";"25-05-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0785";"Conjunto de dados do levantamento de reconhecimento detalhado 'LEVANTAMENTO DE RECONHECIMENTO COM DETALHES DOS SOLOS DO DISTRITO AGROINDUSTRIAL DE JAÍBA - MINAS GERAIS.'";"EPAMIG - Empresa de Pesquisa Agropecuária de Minas Gerais";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0787";"Levantamento de Reconhecimento dos Solos do Estado de São Paulo (Contribuição à Carta de Solos do Brasil)";"Raymundo Costa de Lemos";"";"CC BY-NC 4.0";"2.0.2";"20/03/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0788";"Conjunto de dados do levantamento de reconhecimento detalhado 'LEVANTAMENTO DE RECONHECIMENTO DETALHADO DOS SOLOS DA ÁREA SOB A INFLUÊNCIA DO RESERVATÓRIO DE TRÊS MARIAS - MINAS GERAIS'";"Empresa de Pesquisa Agropecuária de Minas Gerais.";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0789";"Conjunto de dados do levantamento exploratório 'LEVANTAMENTO EXPLORATÓRIO DOS SOLOS QUE OCORREM AO LONGO DA RODOVIA MANAUS - PORTO VELHO'";"EMBRAPA - Empresa Brasileira de Pesquisa Agropecuária";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0791";"Conjunto de dados do  'ESTUDO DE CORRELAÇÃO DE SOLOS PARA FINS DE CLASSIFICAÇÃO NAS REGIÕES DO RECÔNCAVO BAIANO E MICRORREGIÃO DE IRECÊ-BAHIA'";"Tony Jarbas Ferreira Cunha";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0792";"Conjunto de dados do levantamento detalhado 'LEVANTAMENTO DETALHADO DOS SOLOS ÁREA EXPERIMENTAL 1 -PETROBRAS/SIX SÃO MATEUS DO SUL, PR'";"CARLOS ALBERTO FLORES
MARILICE CORDEIRO GARRASTAZU";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0793";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Vale dos Vinhedos-Caracterização Geográfica da Região'";"Ivanira Falcade";"Universidade de Caxias do Sul";"CC BY-NC 4.0";"2";"25-05-2017";"Geografia regional; Geografia física; Edafologia; Classificação de solos; Viticultura";"Gênese, Morfologia e Classificação dos Solos"
"ctb0794";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado de Solos - Região da Campanha - Folha Palomas - Estado do Rio Grande do Sul'";"Carlos Alberto Flores";"Universidade Federal do Rio Grande do Sul (UFRGS)";"CC BY-NC 4.0";"2";"25-05-2017";"Agricultura; Brasil; Critério; Mapeamento; Solo; Uso do solo; Zoneamento";"Gênese, Morfologia e Classificação dos Solos"
"ctb0795";"Conjunto de dados do  'Descrição das características morfológicas, físicas, químicas e mineralógicas de alguns perfis de solos sob vegetação de cerrado.'";"Paulo Klinger Tito Jacomine.";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0796";"Conjunto de dados do levantamento semidetalhado 'LEVANTAMENTO SEMIDETALHADO DE SOLOS DO MUNICÍPIO DE PATY DOS ALFERES E SUB-BACIAS DO CÓRREGO DO SACO-RIO UBÁ, RJ'";"Francesco Palmieri";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0797";"Levantamento de Reconhecimento do Solos do Estado do Rio Grande do Sul";"Raimundo Costa de Lemos";"Divisão de Pesquisa Pedológica";"CC BY-NC 4.0";"2";"25-05-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0798";"Conjunto de dados do levantamento detalhado 'Levantamento Detalhado de solos da área da Universidade Federal Rural do Rio de Janeiro, com base em fotografias aéreas e prospecções do terreno.'";"Doracy Pessoa Ramos";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0799";"Conjunto de dados do  'Revitalização do Rio São Francisco com base na Reconstituição de Matas Ciliares e Recuperação de Áreas Degradadas nos municípios de Petrolina, Lagoa Grande e Santa Maria da Boa Vista.'";"Tony Jarbas Ferreira Cunha";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0800";"Estudos pedológios e suas relações ambientais";"Coordenação
Celso Vainer Manzatto
Prospeção e Mapeamento de Solos
Adoildo da Silva Melo
Braz Calderano Filho
Ednilson Figueiredo
Enio Fraga da Silva
Humberto Gonçalves dos Santos
João Souza Martins
Nilson Rendeiro Pereira
Tony Jarbas Ferreira Cunha
Revisão e Reclassificação dos Solos
Braz Calderano Filho
Enio Fraga da Silva
Humberto Gonçalves dos Santos
João de Souza Martins
Maria José Zaroni
Nilson Rendeiro Pereira
Tony Jarbas Ferreira Cunha 
Avaliação da Aptidão Agrícola
Enio Fraga da Silva
Humberto Gonçalves dos Santos
João de Souza Martins
Nilson Rendeiro Pereira
Tony Jarbas Ferreira Cunha
Waldir de Carvalho Junior
Avaliação Agroclimática
Dimitrie Nechet
Lucieta G. Martorano
Luis Iván Ortiz
Rogério Bertolossi

Avaliação da Suceptibilidade à Erosão
Humberto Gonçalves dos Santos
Maria José Zaroni
Francisco Lombardi Neto
Uso Atual das Terras
Hermani de Moraes Vieira
Humberto Gonçalves dos Santos
Maria de Lourdes Mendonça S. Brefin
Oportunidades de Utilização das Terras
Celso Vainer Manzatto
Doracy Pessoa Ramos
Enio Fraga da Silva
Humberto Gonçalves dos Santos
João de Souza Martins
Maria de Lourdes Mendonça S. Brefin
Maria José Zaroni
Nilson Rendeiro Pereira
Ronaldo Pereira de Oliveira
Tony Jarbas Ferreira Cunha
Cartografia Digital
José da Silva
Ronaldo Pereira de Oliveira";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0801";"Conjunto de dados do levantamento semidetalhado 'Levantamento pedológico semidetalhado do Estado de São Paulo: Folha de Marília (memorial descritivo)'";"Fernando Cesar Bertolani";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0802";"Conjunto de dados do  'CARACTERIZAÇÃO FÍSICO-HÍDRICA DOS PRINCIPAIS SOLOS DA AMAZÔNIA LEGAL. I - Estado do Pará.'";"Tarcísio Eweton Rodrigues";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0803";"Levantamento de Reconhecimento dos Solos do Estado de Santa Catarina - volume 2, número 1-2";"Raimundo Costa de Lemos";"Superintendência de Desenvolvimento da Região Sul";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0804";"Levantamento de Reconhecimento dos Solos do Estado do Rio Grande do Sul. Primeira Etapa, Planalto Rio-grandense";"Raimundo Costa de Lemos";"Divisão de Pedologia e Fertilidade do Solo do Ministério da Agricultura";"CC BY 4.0";"2";"25-05-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0805";"Levantamento de Reconhecimento dos Solos do Estado de Santa Catarina - volume 2, número 3-4";"GOVERNO DO ESTADO";"Superintendência de Desenvolvimento da Região Sul";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0807";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado e Aptidão Agrícola dos Solos da Área da vertente norte do maciço da Tijuca (sub-bacias do Canal do Mangue e Canal do Cunha)-Município do Rio de Janeiro-RJ'";"CNPS";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0808";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado e Aptidão Agrícola dos Solos do Município do Rio de Janeiro, RJ.'";"EMBRAPA";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0809";"Conjunto de dados do 'Estudo Expedito de Solos da Região do Alto Paranaíba, Para Fins de Classificação, Correlação e Legenda Preliminar'";"Idarê Azevedo Gomes";"Embrapa Solos";"CC BY 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0810";"Conjunto de dados do  'Estudo Expedito de Solos do Estado de Santa Catarina, para fins de Classificação, Correlação e Legenda Preliminar.'";"CNPS";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0811";"Levantamento de reconhecimento de alta intensidade dos solos e avaliação da aptidão agrícola das terras das quadrículas de Silva Jardim e Rio das Ostras, Estado do Rio de Janeiro";"EMBRAPA";"";"CC BY-NC 4.0";"2.0.1";"20/03/2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0813";"Levantamento de Reconhecimento dos Solos do Oeste do Estado do Paraná (Informe Preliminar)";"Olmos Iturri Larach, J.";"Divisão de Pesquisa Pedológica";"CC BY-NC 4.0";"2.6";"26-10-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0814";"Conjunto de dados do levantamento de reconhecimento 'Projeto de Irrigação e Drenagem da Cana-de-açúcar na Região Norte-fluminense.'";"EMBRAPA";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0815";"Conjunto de dados do levantamento semidetalhado 'LEVANTAMENTO SEMIDETALHADO DOS SOLOS DA FAZENDA CANCHIM SÃO CARLOS - SP.'";"EMBRAPA";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0817";"Conjunto de dados do  'PCBAP - Plano de Conservação da Bacia do Alto Paraguai (Pantanal) - Meio Físico.'";"EMBRAPA";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0818";"Levantamento de reconhecimento dos solos do sudoeste do Estado do Paraná: informe preliminar";"HOCHMÜLLER, D. P.";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0819";"Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos do Centro-Sul do Estado do Paraná (Área 9) (Informe Preliminar).'";"EMBRAPA";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0820";"Conjunto de dados do levantamento exploratório-reconhecimento 'Levantamento Exploratório - Reconhecimento dos solos das microbacias dos municípios de Porto Seguro e Santa Cruz Cabrália-BA.'";"EMBRAPA";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0821";"Conjunto de dados do  'Estudo Expedito de Solos no estado do Piauí Para Fins de Classificação, Correlação e Legenda Preliminar'";"EMBRAPA";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0822";"Conjunto de dados do 'Estudo Expedito de Solos da Região Sul de Minas Gerais, Partes do Alto São Francisco e Campos das Vertestes, Para Fins de Classificação, Correlação e Legenda Preliminar'";"Humberto Gonçalves dos Santos";"Embrapa Solos";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0826";"Conjunto de dados do levantamento de reconhecimento de média intensidade '39 - Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras da Região Geoeconômica de Brasília - Minas Gerais'";"cnps";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0827";"Conjunto de dados do  'Estudo Expedito de Solos no Trecho Itaituba - Estreito da Rodoviária Transamazônica para Fins de Classificação e Correlação (Agosto de 1972). '";"CNPS";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0829";"Levantamento de reconhecimento dos solos da região sul-sudeste do Estado do Amazonas-IPAAM";"";"CNPS";"CC BY-NC 4.0";"2.0.0";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0831";"Conjunto de dados do  'Estudo Expedito de Solos no Estado do Paraná para fins de Classificação e Correlação.'";"Não consta.";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0832";"Conjunto de dados do levantamento de reconhecimento de média intensidade ' Levantamento do Estado do Rio de Janeiro'";"Orgão executor CNPS";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0838";"Conjunto de dados da dissertação 'Mapeamento digital de solos por regressão logística múltipla em ambiente de Mar de Morros em Pinheiral, RJ'";"Elias Mendes Costa";"Universidade Federal Rural do Rio de Janeiro (UFRRJ)";"CC BY-NC 4.0";"3.1.1";"24-03-2019";"Pedologia; Pedometria; Sensoriamento remoto; Relação solo-paisagem";"Gênese, Morfologia e Classificação dos Solos"
